9,15,670,48,21,43,1,-1,-1
9,17,507,442,44,77,1,-1,-1
9,19,726,224,41,74,1,-1,-1
10,1,866,449,69,92,1,-1,-1
10,2,542,158,29,68,1,-1,-1
10,3,934,186,34,65,1,-1,-1
10,4,463,412,54,83,1,-1,-1
10,5,230,263,39,82,1,-1,-1
10,6,1121,347,47,95,1,-1,-1
10,7,816,84,25,45,1,-1,-1
10,8,998,126,23,55,1,-1,-1
10,9,484,154,22,61,1,-1,-1
10,10,814,197,26,69,1,-1,-1
10,11,1214,258,55,86,1,-1,-1
10,13,565,414,35,91,1,-1,-1
10,14,668,95,21,51,1,-1,-1
10,15,684,47,20,44,1,-1,-1
10,17,509,440,50,80,1,-1,-1
10,19,739,224,41,74,1,-1,-1
11,1,873,446,68,90,1,-1,-1
11,2,555,158,29,68,1,-1,-1
11,3,945,186,29,65,1,-1,-1
11,4,472,411,49,82,1,-1,-1
11,5,238,263,44,82,1,-1,-1
11,6,1126,345,52,97,1,-1,-1
11,7,828,85,27,44,1,-1,-1
11,8,1011,127,21,55,1,-1,-1
11,9,494,154,26,62,1,-1,-1
11,10,824,197,26,70,1,-1,-1
11,11,1228,259,51,86,1,-1,-1
11,13,571,412,39,92,1,-1,-1
11,14,680,94,21,53,1,-1,-1
11,15,696,47,20,44,1,-1,-1
11,17,512,439,55,82,1,-1,-1
11,19,752,225,42,73,1,-1,-1
11,32,754,225,40,73,1,-1,-1
12,1,881,445,63,88,1,-1,-1
12,2,567,159,31,67,1,-1,-1
12,3,956,186,27,65,1,-1,-1
12,4,472,410,57,77,1,-1,-1
12,5,242,263,51,82,1,-1,-1
12,6,1125,345,61,96,1,-1,-1
12,7,841,85,28,44,1,-1,-1
12,8,1023,128,21,54,1,-1,-1
12,9,503,155,31,61,1,-1,-1
12,10,833,197,29,71,1,-1,-1
12,11,1240,261,40,84,1,-1,-1
12,13,573,411,46,96,1,-1,-1
12,14,692,95,22,52,1,-1,-1
12,15,709,49,18,45,1,-1,-1
12,17,517,437,53,69,1,-1,-1
12,19,766,225,40,72,1,-1,-1
12,32,767,225,39,73,1,-1,-1
13,1,889,444,55,89,1,-1,-1
13,2,579,159,33,67,1,-1,-1
13,3,966,185,29,66,1,-1,-1
13,4,473,410,66,75,1,-1,-1
13,5,249,264,53,81,1,-1,-1
13,6,1121,347,58,93,1,-1,-1
13,7,854,86,28,44,1,-1,-1
13,8,1036,127,22,55,1,-1,-1
13,9,513,156,35,61,1,-1,-1
13,10,842,197,32,72,1,-1,-1
13,11,1248,261,32,85,1,-1,-1
13,13,573,410,54,103,1,-1,-1
13,14,704,96,24,53,1,-1,-1
13,15,721,50,19,45,1,-1,-1
13,17,513,436,57,68,1,-1,-1
13,32,782,224,35,73,1,-1,-1
14,1,896,445,51,89,1,-1,-1
14,2,588,160,37,67,1,-1,-1
14,3,976,185,31,67,1,-1,-1
14,4,484,410,63,69,1,-1,-1
14,5,260,265,47,80,1,-1,-1
14,6,1120,348,68,93,1,-1,-1
14,7,867,86,26,44,1,-1,-1
14,8,1048,127,24,55,1,-1,-1
14,9,525,157,35,60,1,-1,-1
14,10,848,196,38,73,1,-1,-1
14,11,1259,260,21,77,1,-1,-1
14,13,574,410,57,107,1,-1,-1
14,14,715,96,26,52,1,-1,-1
14,15,732,51,21,44,1,-1,-1
14,17,508,434,64,73,1,-1,-1
14,32,795,225,32,73,1,-1,-1
15,1,899,443,58,92,1,-1,-1
15,2,600,161,38,66,1,-1,-1
15,3,984,185,35,67,1,-1,-1
15,4,494,412,63,70,1,-1,-1
15,5,269,266,41,79,1,-1,-1
15,6,1124,352,66,90,1,-1,-1
15,7,880,87,23,43,1,-1,-1
15,8,1059,127,27,56,1,-1,-1
15,9,537,157,35,61,1,-1,-1
15,10,855,197,43,72,1,-1,-1
15,11,1268,256,12,81,1,-1,-1
15,13,583,409,51,103,1,-1,-1
15,14,726,98,28,52,1,-1,-1
15,15,744,52,23,43,1,-1,-1
15,17,507,422,76,90,1,-1,-1
15,32,808,225,28,73,1,-1,-1
15,19,807,226,30,72,1,-1,-1
16,1,903,441,63,92,1,-1,-1
16,2,612,162,38,66,1,-1,-1
16,3,990,187,41,65,1,-1,-1
16,4,504,414,53,74,1,-1,-1
16,5,277,265,33,81,1,-1,-1
16,6,1135,353,50,91,1,-1,-1
16,7,892,87,21,43,1,-1,-1
16,8,1070,128,30,55,1,-1,-1
16,9,551,158,31,61,1,-1,-1
16,10,865,198,43,72,1,-1,-1
16,13,590,409,44,97,1,-1,-1
16,14,736,99,30,52,1,-1,-1
16,15,756,53,24,43,1,-1,-1
16,17,515,419,69,95,1,-1,-1
16,19,819,225,26,73,1,-1,-1
17,1,906,439,50,76,1,-1,-1
17,2,624,162,37,67,1,-1,-1
17,3,999,189,43,63,1,-1,-1
17,4,510,435,49,57,1,-1,-1
17,5,285,264,31,83,1,-1,-1
17,6,1145,354,48,92,1,-1,-1
17,7,904,87,18,44,1,-1,-1
17,8,1078,129,35,55,1,-1,-1
17,9,565,158,25,61,1,-1,-1
17,10,876,200,40,71,1,-1,-1
17,13,595,408,36,98,1,-1,-1
17,14,748,100,29,51,1,-1,-1
17,15,767,54,23,42,1,-1,-1
17,17,519,416,58,95,1,-1,-1
17,19,831,225,23,74,1,-1,-1
18,1,910,438,56,84,1,-1,-1
18,2,636,163,34,66,1,-1,-1
18,3,1011,191,40,62,1,-1,-1
18,4,512,446,58,60,1,-1,-1
18,5,292,264,34,84,1,-1,-1
18,6,1150,354,42,92,1,-1,-1
18,7,915,88,18,44,1,-1,-1
18,8,1087,131,38,54,1,-1,-1
18,9,577,159,20,60,1,-1,-1
18,10,886,201,36,71,1,-1,-1
18,13,599,408,34,95,1,-1,-1
18,14,759,100,27,52,1,-1,-1
18,15,778,55,22,41,1,-1,-1
18,17,537,416,45,79,1,-1,-1
18,19,841,226,23,74,1,-1,-1
19,1,914,438,60,87,1,-1,-1
19,2,648,163,30,67,1,-1,-1
19,3,1021,192,37,62,1,-1,-1
19,4,519,449,59,62,1,-1,-1
19,5,295,264,40,85,1,-1,-1
19,6,1153,353,42,95,1,-1,-1
19,7,926,87,19,46,1,-1,-1
19,8,1096,134,42,53,1,-1,-1
19,9,588,159,17,61,1,-1,-1
19,10,894,202,32,69,1,-1,-1
19,13,602,407,34,96,1,-1,-1
19,14,770,101,25,52,1,-1,-1
19,15,789,55,23,42,1,-1,-1
19,17,540,416,45,75,1,-1,-1
19,19,850,226,25,75,1,-1,-1
19,44,915,439,38,89,1,-1,-1
20,1,917,438,58,87,1,-1,-1
20,2,659,163,27,68,1,-1,-1
20,3,1028,192,35,62,1,-1,-1
20,4,516,452,41,65,1,-1,-1
20,5,297,266,47,83,1,-1,-1
20,6,1156,353,46,96,1,-1,-1
20,7,935,88,22,47,1,-1,-1
20,8,1108,136,41,53,1,-1,-1
20,9,598,159,17,63,1,-1,-1
20,10,902,202,27,70,1,-1,-1
20,13,606,408,33,94,1,-1,-1
20,14,782,101,22,53,1,-1,-1
20,15,799,56,21,41,1,-1,-1
20,17,544,416,49,76,1,-1,-1
20,19,857,227,30,76,1,-1,-1
20,32,856,227,31,76,1,-1,-1
21,1,918,438,51,88,1,-1,-1
21,2,670,163,22,69,1,-1,-1
21,3,1038,192,30,64,1,-1,-1
21,4,508,456,44,68,1,-1,-1
21,5,303,267,47,83,1,-1,-1
21,6,1153,353,57,96,1,-1,-1
21,7,944,90,24,46,1,-1,-1
21,8,1120,139,40,51,1,-1,-1
21,9,606,160,20,62,1,-1,-1
21,10,910,202,27,72,1,-1,-1
21,13,610,408,31,95,1,-1,-1
21,14,794,102,19,53,1,-1,-1
21,15,809,56,20,43,1,-1,-1
21,17,549,416,52,75,1,-1,-1
22,1,919,438,54,90,1,-1,-1
22,2,680,163,22,69,1,-1,-1
22,3,1050,192,25,64,1,-1,-1
22,4,505,457,54,66,1,-1,-1
22,5,312,269,41,82,1,-1,-1
22,6,1149,354,66,94,1,-1,-1
22,7,954,91,23,45,1,-1,-1
22,8,1132,140,37,52,1,-1,-1
22,9,612,161,26,62,1,-1,-1
22,10,917,202,28,73,1,-1,-1
22,13,614,406,35,100,1,-1,-1
22,14,804,102,19,54,1,-1,-1
22,15,818,56,19,43,1,-1,-1
22,17,554,416,50,76,1,-1,-1
22,19,874,230,34,76,1,-1,-1
23,1,918,435,59,93,1,-1,-1
23,2,688,163,23,70,1,-1,-1
23,3,1057,192,26,66,1,-1,-1
23,4,506,458,58,66,1,-1,-1
23,5,321,269,32,82,1,-1,-1
23,6,1147,355,69,93,1,-1,-1
23,7,964,92,20,45,1,-1,-1
23,8,1144,140,34,53,1,-1,-1
23,9,618,162,30,62,1,-1,-1
23,10,923,203,30,73,1,-1,-1
23,13,617,405,42,104,1,-1,-1
23,14,813,102,19,54,1,-1,-1
23,15,827,56,18,43,1,-1,-1
23,17,560,415,45,75,1,-1,-1
23,48,882,232,37,74,1,-1,-1
23,50,923,204,32,73,1,-1,-1
23,19,882,231,36,75,1,-1,-1
24,1,914,433,63,92,1,-1,-1
24,2,694,163,25,70,1,-1,-1
24,3,1061,193,29,65,1,-1,-1
24,4,510,460,47,63,1,-1,-1
24,5,324,269,29,82,1,-1,-1
24,6,1147,357,68,91,1,-1,-1
24,7,971,92,18,46,1,-1,-1
24,8,1154,140,30,54,1,-1,-1
24,9,623,162,33,62,1,-1,-1
24,10,927,204,31,73,1,-1,-1
24,13,619,405,44,104,1,-1,-1
24,14,818,101,21,56,1,-1,-1
24,15,833,56,18,44,1,-1,-1
24,17,564,413,45,75,1,-1,-1
24,48,891,232,35,74,1,-1,-1
24,50,928,204,32,73,1,-1,-1
24,19,890,231,35,76,1,-1,-1
25,1,907,431,66,91,1,-1,-1
25,2,696,164,29,70,1,-1,-1
25,3,1061,194,33,65,1,-1,-1
25,4,509,461,52,62,1,-1,-1
25,5,323,269,30,82,1,-1,-1
25,6,1149,359,62,91,1,-1,-1
25,7,975,93,17,46,1,-1,-1
25,8,1160,139,28,56,1,-1,-1
25,9,627,163,34,62,1,-1,-1
25,10,929,206,30,71,1,-1,-1
25,13,617,403,48,105,1,-1,-1
25,14,820,102,24,55,1,-1,-1
25,15,836,56,19,44,1,-1,-1
25,17,563,412,47,76,1,-1,-1
25,48,897,232,34,75,1,-1,-1
25,19,895,233,34,74,1,-1,-1
26,1,903,430,59,91,1,-1,-1
26,2,695,163,33,71,1,-1,-1
26,3,1061,196,34,61,1,-1,-1
26,4,506,462,47,61,1,-1,-1
26,5,319,268,33,84,1,-1,-1
26,6,1154,360,44,79,1,-1,-1
26,7,977,92,16,47,1,-1,-1
26,8,1162,139,30,56,1,-1,-1
26,9,630,163,33,62,1,-1,-1
26,10,929,208,28,69,1,-1,-1
26,13,613,403,54,104,1,-1,-1
26,14,821,103,27,55,1,-1,-1
26,15,837,56,20,45,1,-1,-1
26,17,556,412,51,75,1,-1,-1
26,48,901,233,31,74,1,-1,-1
27,1,897,431,47,89,1,-1,-1
27,2,696,164,33,71,1,-1,-1
27,3,1061,197,32,59,1,-1,-1
27,4,504,460,47,63,1,-1,-1
27,5,311,268,39,84,1,-1,-1
27,6,1150,360,39,86,1,-1,-1
27,7,978,92,16,46,1,-1,-1
27,8,1164,138,31,57,1,-1,-1
27,9,632,163,31,61,1,-1,-1
27,10,928,209,24,66,1,-1,-1
27,13,606,404,60,102,1,-1,-1
27,14,821,103,29,55,1,-1,-1
27,15,838,58,18,44,1,-1,-1
27,17,551,412,53,76,1,-1,-1
27,48,903,234,28,73,1,-1,-1
28,1,885,431,44,89,1,-1,-1
28,2,695,164,35,71,1,-1,-1
28,3,1059,199,30,59,1,-1,-1
28,4,496,459,48,64,1,-1,-1
28,5,304,268,43,84,1,-1,-1
28,6,1142,359,39,90,1,-1,-1
28,7,975,92,18,48,1,-1,-1
28,8,1166,137,30,59,1,-1,-1
28,9,633,163,27,61,1,-1,-1
28,10,926,210,20,65,1,-1,-1
28,13,602,406,55,95,1,-1,-1
28,14,821,105,29,53,1,-1,-1
28,15,838,60,16,42,1,-1,-1
28,17,548,414,55,74,1,-1,-1
28,48,904,234,29,73,1,-1,-1
29,1,868,430,58,89,1,-1,-1
29,2,696,164,33,71,1,-1,-1
29,3,1058,200,26,59,1,-1,-1
29,4,484,455,57,68,1,-1,-1
29,5,300,269,43,84,1,-1,-1
29,6,1127,359,47,90,1,-1,-1
29,7,973,93,18,47,1,-1,-1
29,8,1169,137,31,59,1,-1,-1
29,9,634,162,22,61,1,-1,-1
29,10,922,209,21,66,1,-1,-1
29,13,594,409,52,92,1,-1,-1
29,14,821,105,29,53,1,-1,-1
29,15,836,61,16,40,1,-1,-1
29,17,545,415,57,72,1,-1,-1
29,48,903,233,29,73,1,-1,-1
30,1,853,428,60,84,1,-1,-1
30,2,695,165,31,69,1,-1,-1
30,3,1055,199,24,61,1,-1,-1
30,4,478,451,58,74,1,-1,-1
30,5,299,270,37,83,1,-1,-1
30,6,1111,358,55,91,1,-1,-1
30,7,971,94,18,46,1,-1,-1
30,8,1170,138,32,59,1,-1,-1
30,9,633,162,19,61,1,-1,-1
30,10,918,209,23,65,1,-1,-1
30,13,588,411,50,93,1,-1,-1
30,14,820,106,28,52,1,-1,-1
30,15,834,60,15,42,1,-1,-1
30,17,544,416,55,70,1,-1,-1
30,48,902,232,32,74,1,-1,-1
30,57,647,485,15,17,1,-1,-1
31,1,835,426,56,70,1,-1,-1
31,2,696,164,27,69,1,-1,-1
31,3,1053,198,22,62,1,-1,-1
31,4,475,448,56,78,1,-1,-1
31,5,298,270,31,84,1,-1,-1
31,6,1099,360,60,88,1,-1,-1
31,7,970,95,18,46,1,-1,-1
31,8,1170,138,32,59,1,-1,-1
31,9,632,162,16,62,1,-1,-1
31,10,913,209,26,65,1,-1,-1
31,13,583,413,54,90,1,-1,-1
31,14,820,106,26,52,1,-1,-1
31,15,831,58,16,45,1,-1,-1
31,17,544,414,52,73,1,-1,-1
31,48,901,232,35,75,1,-1,-1
31,57,644,484,15,16,1,-1,-1
32,1,818,426,54,80,1,-1,-1
32,2,695,163,23,70,1,-1,-1
32,3,1049,198,23,63,1,-1,-1
32,4,475,444,51,82,1,-1,-1
32,5,295,271,28,82,1,-1,-1
32,6,1088,362,62,86,1,-1,-1
32,7,968,95,18,46,1,-1,-1
32,8,1169,140,32,58,1,-1,-1
32,9,629,162,17,62,1,-1,-1
32,10,907,208,24,47,1,-1,-1
32,14,819,105,25,53,1,-1,-1
32,15,827,57,17,45,1,-1,-1
32,17,545,412,47,76,1,-1,-1
32,48,900,232,36,75,1,-1,-1
32,57,641,483,15,15,1,-1,-1
33,1,821,425,34,69,1,-1,-1
33,2,694,163,19,70,1,-1,-1
33,3,1043,197,27,65,1,-1,-1
33,4,475,442,45,84,1,-1,-1
33,5,290,270,27,84,1,-1,-1
33,6,1083,364,58,84,1,-1,-1
33,7,966,95,18,45,1,-1,-1
33,8,1169,140,32,58,1,-1,-1
33,9,622,162,22,62,1,-1,-1
33,10,901,209,22,45,1,-1,-1
33,14,819,105,21,52,1,-1,-1
33,15,823,57,19,45,1,-1,-1
33,17,546,409,53,83,1,-1,-1
33,48,899,232,35,75,1,-1,-1
33,57,639,482,14,15,1,-1,-1
34,1,810,424,26,87,1,-1,-1
34,2,691,163,18,69,1,-1,-1
34,3,1038,197,28,66,1,-1,-1
34,4,470,439,45,87,1,-1,-1
34,5,283,270,30,86,1,-1,-1
34,6,1082,364,51,84,1,-1,-1
34,7,963,96,19,45,1,-1,-1
34,8,1168,141,33,57,1,-1,-1
34,9,618,162,24,63,1,-1,-1
34,10,894,210,24,61,1,-1,-1
34,14,818,104,20,53,1,-1,-1
34,15,819,57,22,45,1,-1,-1
34,17,544,406,56,92,1,-1,-1
34,48,901,233,32,74,1,-1,-1
34,57,636,481,14,16,1,-1,-1
34,68,575,458,26,48,1,-1,-1
34,13,570,424,35,82,1,-1,-1
35,1,801,421,33,95,1,-1,-1
35,2,686,163,21,69,1,-1,-1
35,3,1036,199,27,65,1,-1,-1
35,4,464,435,46,91,1,-1,-1
35,5,278,271,31,86,1,-1,-1
35,6,1082,363,44,85,1,-1,-1
35,7,961,95,19,47,1,-1,-1
35,8,1167,141,33,57,1,-1,-1
35,9,615,163,26,62,1,-1,-1
35,10,888,211,24,68,1,-1,-1
35,14,815,103,21,55,1,-1,-1
35,15,815,57,24,45,1,-1,-1
35,17,539,407,56,96,1,-1,-1
35,48,902,233,30,74,1,-1,-1
36,1,790,418,38,96,1,-1,-1
36,2,682,163,24,70,1,-1,-1
36,3,1033,199,27,66,1,-1,-1
36,4,459,433,49,92,1,-1,-1
36,5,268,272,37,85,1,-1,-1
36,6,1081,361,41,88,1,-1,-1
36,7,960,95,19,47,1,-1,-1
36,8,1168,141,32,57,1,-1,-1
36,9,612,163,29,62,1,-1,-1
36,10,883,211,25,69,1,-1,-1
36,14,811,103,23,55,1,-1,-1
36,15,813,57,24,46,1,-1,-1
36,17,531,407,59,97,1,-1,-1
36,48,903,233,30,75,1,-1,-1
36,70,579,403,31,87,1,-1,-1
37,1,778,415,41,96,1,-1,-1
37,2,678,163,28,70,1,-1,-1
37,3,1030,201,28,63,1,-1,-1
37,4,457,430,49,96,1,-1,-1
37,5,258,274,43,83,1,-1,-1
37,6,1080,359,37,74,1,-1,-1
37,7,959,94,19,48,1,-1,-1
37,8,1169,141,32,57,1,-1,-1
37,9,609,164,32,61,1,-1,-1
37,10,879,210,26,70,1,-1,-1
37,14,808,103,25,56,1,-1,-1
37,15,811,57,24,46,1,-1,-1
37,17,522,408,64,97,1,-1,-1
37,48,902,233,31,75,1,-1,-1
37,70,578,404,33,82,1,-1,-1
37,57,629,478,13,13,1,-1,-1
38,1,765,415,43,94,1,-1,-1
38,2,674,164,32,69,1,-1,-1
38,3,1027,201,28,63,1,-1,-1
38,4,454,428,50,100,1,-1,-1
38,5,250,275,47,82,1,-1,-1
38,6,1080,358,33,68,1,-1,-1
38,7,958,94,19,48,1,-1,-1
38,8,1171,140,31,58,1,-1,-1
38,9,608,164,31,62,1,-1,-1
38,10,875,210,26,70,1,-1,-1
38,14,806,104,26,55,1,-1,-1
38,15,810,57,24,47,1,-1,-1
38,17,520,408,63,97,1,-1,-1
38,48,901,233,33,76,1,-1,-1
38,70,581,407,32,79,1,-1,-1
38,74,1068,388,31,60,1,-1,-1
38,75,1267,298,12,72,1,-1,-1
38,57,627,477,13,14,1,-1,-1
39,1,756,415,40,73,1,-1,-1
39,2,672,165,34,69,1,-1,-1
39,3,1025,201,28,64,1,-1,-1
39,4,451,428,50,103,1,-1,-1
39,5,245,276,49,82,1,-1,-1
39,6,1062,357,47,84,1,-1,-1
39,7,958,94,18,49,1,-1,-1
39,8,1173,140,29,59,1,-1,-1
39,9,607,164,30,62,1,-1,-1
39,10,872,210,25,70,1,-1,-1
39,14,805,104,26,55,1,-1,-1
39,15,808,57,23,47,1,-1,-1
39,17,518,408,63,98,1,-1,-1
39,48,900,233,34,76,1,-1,-1
39,70,584,409,33,78,1,-1,-1
39,74,1060,376,35,73,1,-1,-1
39,75,1266,288,13,81,1,-1,-1
39,57,624,477,13,13,1,-1,-1
40,1,738,416,43,75,1,-1,-1
40,2,670,165,35,69,1,-1,-1
40,3,1025,201,26,65,1,-1,-1
40,4,450,428,49,106,1,-1,-1
40,5,242,277,50,81,1,-1,-1
40,6,1060,357,44,78,1,-1,-1
40,7,957,95,18,48,1,-1,-1
40,8,1174,140,29,59,1,-1,-1
40,9,605,165,30,62,1,-1,-1
40,10,866,211,29,70,1,-1,-1
40,14,803,105,27,54,1,-1,-1
40,15,807,57,19,46,1,-1,-1
40,17,518,406,57,100,1,-1,-1
40,48,900,234,35,76,1,-1,-1
40,70,585,410,36,78,1,-1,-1
40,74,1053,377,42,72,1,-1,-1
40,75,1262,283,17,85,1,-1,-1
40,57,622,477,13,12,1,-1,-1
40,78,734,445,44,64,1,-1,-1
40,19,865,211,31,71,1,-1,-1
41,1,736,418,33,65,1,-1,-1
41,2,669,166,35,69,1,-1,-1
41,3,1022,201,27,66,1,-1,-1
41,4,448,429,48,106,1,-1,-1
41,5,242,277,47,82,1,-1,-1
41,6,1061,358,38,75,1,-1,-1
41,7,955,95,19,49,1,-1,-1
41,8,1176,140,27,59,1,-1,-1
41,9,605,165,26,62,1,-1,-1
41,10,861,211,30,72,1,-1,-1
41,14,802,105,27,55,1,-1,-1
41,15,806,57,17,45,1,-1,-1
41,17,517,403,49,102,1,-1,-1
41,48,901,234,34,75,1,-1,-1
41,70,585,411,41,78,1,-1,-1
41,74,1046,390,35,59,1,-1,-1
41,75,1256,281,23,87,1,-1,-1
41,57,622,477,11,12,1,-1,-1
41,78,722,456,43,51,1,-1,-1
41,19,861,211,31,71,1,-1,-1
42,2,667,166,36,69,1,-1,-1
42,3,1019,201,28,66,1,-1,-1
42,4,443,430,51,105,1,-1,-1
42,5,241,276,45,83,1,-1,-1
42,6,1057,361,38,71,1,-1,-1
42,7,953,95,20,49,1,-1,-1
42,8,1177,140,26,59,1,-1,-1
42,9,604,165,24,62,1,-1,-1
42,10,855,212,32,73,1,-1,-1
42,14,802,106,26,54,1,-1,-1
42,15,805,57,15,43,1,-1,-1
42,17,516,401,43,103,1,-1,-1
42,48,902,234,33,76,1,-1,-1
42,70,585,411,49,78,1,-1,-1
42,74,1040,396,33,54,1,-1,-1
42,75,1251,280,28,87,1,-1,-1
42,78,707,427,52,82,1,-1,-1
42,19,855,212,33,72,1,-1,-1
43,2,666,166,34,69,1,-1,-1
43,3,1016,203,28,65,1,-1,-1
43,4,438,431,55,105,1,-1,-1
43,5,241,275,43,84,1,-1,-1
43,6,1039,364,51,82,1,-1,-1
43,7,951,96,20,49,1,-1,-1
43,8,1176,141,27,59,1,-1,-1
43,9,605,165,20,63,1,-1,-1
43,10,853,215,29,70,1,-1,-1
43,14,801,106,26,55,1,-1,-1
